Repository,CBO,DIT,LCOM,Code Lines,Comment Lines,CreatedAt,UpdatedAt,PrimaryLanguage,Releases,PullRequests,Open Issues,Closed Issues,LastRelease,Stars
chuck,5,1,55,3154,717,2017-02-07 23:51:39 +0000 UTC,2022-09-12 17:41:15 +0000 UTC,Java,5,8,44,31,No Releases,4612
spring-security-oauth,6,1,13,55940,17059,2011-07-26 18:08:49 +0000 UTC,2022-09-08 03:45:40 +0000 UTC,Java,0,37,546,933,No Releases,4607
sofa-boot,5,1,19,39726,19925,2018-04-02 08:28:14 +0000 UTC,2022-09-12 23:58:27 +0000 UTC,Java,55,516,33,356,No Releases,4603
v9porn,4,1,49,30128,4260,2018-04-12 14:32:04 +0000 UTC,2022-09-11 14:10:57 +0000 UTC,Java,9,7,69,165,No Releases,4597
go-lang-idea-plugin,8,2,110,117320,18413,2010-08-29 08:20:01 +0000 UTC,2022-09-12 07:53:49 +0000 UTC,Java,21,473,408,1857,No Releases,4597
SwitchButton,4,1,82,3480,188,2014-09-09 07:20:43 +0000 UTC,2022-09-08 11:08:27 +0000 UTC,Java,0,6,19,100,No Releases,4588
janusgraph,6,1,37,129825,35525,2016-12-26 13:26:29 +0000 UTC,2022-09-13 15:29:09 +0000 UTC,Java,21,1226,435,992,No Releases,4585
spring-data-examples,2,1,0,133915,16591,2014-01-30 15:42:43 +0000 UTC,2022-09-13 06:58:59 +0000 UTC,Java,0,50,20,436,No Releases,4583
SimplifyReader,4,1,60,40649,19632,2015-08-17 08:22:53 +0000 UTC,2022-09-06 03:12:07 +0000 UTC,Java,0,11,40,46,No Releases,4578
Depth-LIB-Android-,3,1,13,4908,313,2016-04-27 09:37:28 +0000 UTC,2022-09-10 19:02:21 +0000 UTC,Java,0,7,11,5,No Releases,4576
JAViewer,5,1,11,8826,1259,2016-05-21 08:47:10 +0000 UTC,2022-09-09 04:52:46 +0000 UTC,Java,10,5,42,280,No Releases,4569
mapdb,3,2,81,20732,5275,2012-08-17 15:28:54 +0000 UTC,2022-09-13 13:21:07 +0000 UTC,Java,0,69,157,731,No Releases,4560
springboot-guide,4,1,1,13840,814,2018-11-28 01:05:07 +0000 UTC,2022-09-12 09:37:31 +0000 UTC,Java,0,10,11,15,No Releases,4554
PLDroidPlayer,4,1,8,8791,540,2015-06-02 04:41:29 +0000 UTC,2022-09-13 10:31:09 +0000 UTC,Java,42,63,364,859,No Releases,4553
PageIndicatorView,5,1,22,4679,250,2016-08-20 19:25:32 +0000 UTC,2022-09-12 18:51:59 +0000 UTC,Java,14,14,40,70,No Releases,4547
bottomsheet,4,1,27,3118,698,2015-04-23 17:37:32 +0000 UTC,2022-09-06 03:12:10 +0000 UTC,Java,10,44,50,93,No Releases,4542
gnirehtet,3,1,14,10677,1907,2017-02-09 16:01:13 +0000 UTC,2022-09-13 09:57:57 +0000 UTC,Java,11,2,207,224,No Releases,4541
android-crop,4,1,26,2299,344,2014-03-13 10:24:43 +0000 UTC,2022-09-02 16:15:16 +0000 UTC,Java,6,25,106,125,No Releases,4537
api-samples,6,1,4,12942,4868,2013-12-09 18:41:41 +0000 UTC,2022-09-13 12:31:47 +0000 UTC,Java,0,15,252,34,No Releases,4526
Douya,5,1,28,59878,10780,2016-02-01 13:44:19 +0000 UTC,2022-09-07 11:01:28 +0000 UTC,Java,11,0,17,94,No Releases,4520
Luyten,2,1,15,5976,335,2013-07-11 10:57:28 +0000 UTC,2022-09-13 10:38:19 +0000 UTC,Java,17,25,160,105,No Releases,4518
camel,4,1,70,2023988,939309,2009-05-21 00:25:36 +0000 UTC,2022-09-13 13:55:05 +0000 UTC,Java,0,5465,0,0,No Releases,4515
NineOldAndroids,4,1,30,7591,4069,2011-12-08 19:46:37 +0000 UTC,2022-09-08 12:55:31 +0000 UTC,Java,0,5,30,36,No Releases,4512
orientdb,6,1,298,795742,79026,2012-12-09 20:33:47 +0000 UTC,2022-09-13 02:08:17 +0000 UTC,Java,190,650,228,8639,No Releases,4503
lamp-cloud,8,1,6,38662,11985,2018-01-17 02:51:04 +0000 UTC,2022-09-13 14:43:51 +0000 UTC,Java,0,1,5,95,No Releases,4480
gpmall,4,1,8,77903,6528,2019-07-18 14:09:22 +0000 UTC,2022-09-13 09:39:12 +0000 UTC,Java,0,125,38,11,No Releases,4466
bilibili-android-client,4,1,42,36746,3179,2016-06-01 04:36:01 +0000 UTC,2022-09-12 13:04:28 +0000 UTC,Java,1,1,8,59,No Releases,4462
cglib,3,1,261,15896,4424,2014-03-29 13:48:30 +0000 UTC,2022-09-13 03:09:07 +0000 UTC,Java,15,51,65,48,No Releases,4457
reactive-streams-jvm,3,1,20,10663,2616,2014-02-28 13:16:15 +0000 UTC,2022-09-13 05:16:59 +0000 UTC,Java,0,232,12,246,No Releases,4449
hive,6,1,98,2303295,381341,2009-05-21 02:31:01 +0000 UTC,2022-09-13 04:24:27 +0000 UTC,Java,0,1512,0,0,No Releases,4447
quasar,3,1,35,183053,47652,2013-03-27 14:51:24 +0000 UTC,2022-09-12 19:08:56 +0000 UTC,Java,18,35,86,196,No Releases,4445
dexposed,2,1,82,4889,1364,2015-06-30 02:59:16 +0000 UTC,2022-09-09 14:06:55 +0000 UTC,Java,0,3,21,53,No Releases,4445
android-times-square,4,1,25,3726,411,2013-01-30 20:28:27 +0000 UTC,2022-09-07 06:43:59 +0000 UTC,Java,0,111,35,310,No Releases,4435
SmoothProgressBar,4,1,26,3206,130,2013-11-27 20:32:16 +0000 UTC,2022-09-06 03:12:19 +0000 UTC,Java,9,16,11,74,No Releases,4433
FirebaseUI-Android,10,1,12,39393,4226,2015-07-09 17:31:09 +0000 UTC,2022-09-11 06:24:23 +0000 UTC,Java,64,677,94,1127,No Releases,4432
JavaBooks,0,1,0,443,0,2020-10-10 00:48:06 +0000 UTC,2022-09-13 07:33:02 +0000 UTC,Java,0,0,0,11,No Releases,4422
AntennaPod,7,1,20,93553,6481,2012-07-31 10:25:08 +0000 UTC,2022-09-13 18:33:17 +0000 UTC,Java,47,2273,205,3202,No Releases,4420
cameraview,4,1,12,28771,6603,2017-07-18 09:30:33 +0000 UTC,2022-09-13 02:42:14 +0000 UTC,Java,42,184,42,915,No Releases,4419
views-widgets-samples,4,1,7,24324,9520,2019-09-06 21:39:12 +0000 UTC,2022-09-13 14:29:13 +0000 UTC,Java,0,47,156,19,No Releases,4411
bitcoinj,7,1,120,74802,35028,2013-11-19 04:33:23 +0000 UTC,2022-09-13 05:24:16 +0000 UTC,Java,1,307,297,837,No Releases,4407
Spring-Boot-In-Action,3,1,6,7385,1373,2019-01-28 12:56:51 +0000 UTC,2022-09-13 05:15:05 +0000 UTC,Java,0,1,5,10,No Releases,4399
SpringBootVulExploit,3,1,3,2200,159,2020-05-20 09:18:44 +0000 UTC,2022-09-13 15:48:41 +0000 UTC,Java,0,0,2,4,No Releases,4398
DependencyCheck,6,1,68,176500,57315,2012-09-03 20:43:30 +0000 UTC,2022-09-13 13:13:34 +0000 UTC,Java,34,1377,361,2839,No Releases,4398
android-mvp-architecture,5,1,14,7599,2744,2017-01-27 08:39:06 +0000 UTC,2022-09-13 05:18:44 +0000 UTC,Java,0,12,33,41,No Releases,4385
roncoo-pay,5,1,62,309309,61605,2016-07-21 02:46:06 +0000 UTC,2022-09-13 05:04:25 +0000 UTC,Java,0,5,22,7,No Releases,4369
javaparser,8,1,301,207523,61094,2011-10-30 14:03:44 +0000 UTC,2022-09-12 16:36:08 +0000 UTC,Java,34,1358,458,1535,No Releases,4357
shopping-management-system,3,1,76,27794,3038,2015-11-16 12:53:21 +0000 UTC,2022-09-13 08:37:45 +0000 UTC,Java,0,0,16,9,No Releases,4357
spring-boot-projects,4,1,9,180125,21349,2017-04-01 01:50:14 +0000 UTC,2022-09-13 15:28:35 +0000 UTC,Java,0,8,1,9,No Releases,4350
JGrowing,1,1,1,6501,0,2019-02-26 01:55:08 +0000 UTC,2022-09-13 15:58:48 +0000 UTC,Java,0,14,15,8,No Releases,4349
android-volley,5,1,15,5757,3053,2013-05-21 05:35:26 +0000 UTC,2022-09-08 12:50:19 +0000 UTC,Java,0,8,61,78,No Releases,4330
BottomNavigation,7,1,69,3643,1135,2016-03-19 19:19:30 +0000 UTC,2022-09-11 13:25:17 +0000 UTC,Java,16,18,25,175,No Releases,4327
ribbon,4,1,13,24203,7410,2013-01-15 01:08:04 +0000 UTC,2022-09-13 14:54:15 +0000 UTC,Java,41,186,175,77,No Releases,4318
crawler4j,5,1,55,9427,2453,2011-12-31 22:49:18 +0000 UTC,2022-09-12 06:39:16 +0000 UTC,Java,3,90,142,142,No Releases,4312
thumbnailator,3,1,492,21070,18314,2015-07-25 05:38:33 +0000 UTC,2022-09-12 11:38:49 +0000 UTC,Java,0,0,49,141,No Releases,4312
GT,3,1,13,169546,53876,2016-01-13 10:29:55 +0000 UTC,2022-09-13 06:22:35 +0000 UTC,Java,3,3,67,22,No Releases,4306
BGARefreshLayout-Android,5,1,9,7080,1081,2015-05-28 16:17:00 +0000 UTC,2022-09-13 10:57:24 +0000 UTC,Java,4,22,95,63,No Releases,4296
HMCL,6,1,35,83701,14350,2015-06-22 08:06:03 +0000 UTC,2022-09-13 17:46:08 +0000 UTC,Java,181,309,123,1188,No Releases,4290
coursera-android,4,1,3,46487,3821,2014-01-05 09:55:31 +0000 UTC,2022-09-13 09:45:30 +0000 UTC,Java,0,5,46,19,No Releases,4281
ticker,4,1,27,2593,571,2016-07-15 21:37:52 +0000 UTC,2022-09-13 11:26:01 +0000 UTC,Java,9,49,13,64,No Releases,4274
rocketmq-externals,5,1,16,1110241,173412,2017-03-14 07:00:06 +0000 UTC,2022-09-11 16:20:25 +0000 UTC,Java,0,276,68,407,No Releases,4271
ignite,5,1,315,1811089,824592,2015-02-19 08:00:05 +0000 UTC,2022-09-13 09:13:02 +0000 UTC,Java,0,1454,0,0,No Releases,4263
web3j,4,1,31,65611,10816,2016-09-04 05:48:49 +0000 UTC,2022-09-13 09:36:14 +0000 UTC,Java,98,483,195,863,No Releases,4256
reflections,2,1,13,5960,1038,2013-04-16 16:19:26 +0000 UTC,2022-09-13 17:37:19 +0000 UTC,Java,3,70,104,159,No Releases,4251
ImagePicker,5,1,23,5208,931,2016-01-27 17:05:03 +0000 UTC,2022-09-04 01:46:34 +0000 UTC,Java,5,9,160,120,No Releases,4251
Android-IMSI-Catcher-Detector,5,1,4,25400,3237,2013-11-23 10:04:14 +0000 UTC,2022-09-12 19:10:21 +0000 UTC,Java,48,291,160,471,No Releases,4237
Robust,3,1,17,6096,966,2017-03-14 10:14:50 +0000 UTC,2022-09-13 11:54:50 +0000 UTC,Java,13,79,147,230,No Releases,4231
YCSB,6,1,7,33273,12074,2010-04-19 20:52:11 +0000 UTC,2022-09-13 09:12:51 +0000 UTC,Java,55,446,218,690,No Releases,4225
linuxdeploy,7,1,35,9420,1106,2012-08-21 04:49:14 +0000 UTC,2022-09-13 09:52:20 +0000 UTC,Java,37,67,686,543,No Releases,4219
DeepLinkDispatch,6,1,85,19690,1263,2015-06-11 21:16:48 +0000 UTC,2022-09-11 20:48:36 +0000 UTC,Java,22,159,52,121,No Releases,4211
xpay,6,1,93,44322,7203,2017-12-12 16:11:19 +0000 UTC,2022-09-11 16:01:28 +0000 UTC,Java,0,0,17,43,No Releases,4210
libsvm,3,1,20,15766,707,2013-09-10 14:32:07 +0000 UTC,2022-09-11 08:39:57 +0000 UTC,Java,0,0,77,48,No Releases,4200
android-autofittextview,5,1,40,1359,306,2011-02-14 06:00:52 +0000 UTC,2022-09-12 18:04:22 +0000 UTC,Java,1,6,46,35,No Releases,4199
pinot,6,1,41,740859,120506,2014-05-19 23:27:48 +0000 UTC,2022-09-13 18:31:29 +0000 UTC,Java,16,6882,864,746,No Releases,4184
DKVideoPlayer,5,1,46,23655,3781,2017-04-11 01:33:38 +0000 UTC,2022-09-12 10:16:05 +0000 UTC,Java,32,14,56,718,No Releases,4170
tx-lcn,4,1,6,11163,2856,2017-11-11 03:34:34 +0000 UTC,2022-09-13 05:05:17 +0000 UTC,Java,14,69,190,282,No Releases,4168
ShineButton,3,1,16,1950,135,2016-07-05 06:32:26 +0000 UTC,2022-09-13 08:21:37 +0000 UTC,Java,2,5,25,26,No Releases,4157
JKeyboardPanelSwitch,5,1,7,3957,1063,2015-07-01 17:42:01 +0000 UTC,2022-09-07 03:21:47 +0000 UTC,Java,14,3,60,47,No Releases,4156
CoordinatorTabLayout,5,1,9,1719,176,2017-01-27 13:40:28 +0000 UTC,2022-09-09 16:31:58 +0000 UTC,Java,0,0,16,21,No Releases,4141
SpringBoot-Shiro-Vue,5,1,8,4639,686,2017-11-17 18:49:06 +0000 UTC,2022-09-13 14:40:20 +0000 UTC,Java,0,5,0,110,No Releases,4132
datax-web,5,1,13,23877,7268,2019-11-19 01:09:05 +0000 UTC,2022-09-13 10:00:10 +0000 UTC,Java,5,87,211,226,No Releases,4131
Conversations,7,1,118,117911,3776,2014-01-24 01:07:34 +0000 UTC,2022-09-13 13:22:21 +0000 UTC,Java,109,539,141,3251,No Releases,4125
AndroidWiFiADB,2,1,12,1834,389,2015-10-18 21:58:45 +0000 UTC,2022-09-08 18:06:41 +0000 UTC,Java,8,10,23,39,No Releases,4123
JSON-java,2,1,216,15684,6602,2010-12-21 17:46:09 +0000 UTC,2022-09-13 14:35:41 +0000 UTC,Java,15,130,19,364,No Releases,4122
BGABanner-Android,5,1,26,3365,447,2014-10-25 17:15:18 +0000 UTC,2022-09-13 01:10:43 +0000 UTC,Java,0,37,50,165,No Releases,4120
azkaban,6,1,33,174602,37442,2012-10-18 01:34:53 +0000 UTC,2022-09-13 09:30:50 +0000 UTC,Java,48,1636,679,401,No Releases,4120
java-algorithms-implementation,3,1,7,25703,6438,2013-11-20 03:30:19 +0000 UTC,2022-09-12 08:00:45 +0000 UTC,Java,0,51,11,29,No Releases,4108
StepView,5,1,12,2470,439,2016-06-22 03:52:08 +0000 UTC,2022-09-09 01:02:27 +0000 UTC,Java,13,2,42,24,No Releases,4104
dddsample-core,5,1,4,23302,3308,2015-01-31 23:21:37 +0000 UTC,2022-09-13 16:31:48 +0000 UTC,Java,0,19,10,8,No Releases,4101
mybatis,3,1,21,78082,24563,2014-11-03 04:51:06 +0000 UTC,2022-09-09 07:50:47 +0000 UTC,Java,0,5,7,4,No Releases,4099
objectbox-java,5,1,85,24171,9676,2017-01-24 10:29:48 +0000 UTC,2022-09-13 06:29:20 +0000 UTC,Java,33,7,141,932,No Releases,4088
CircleIndicator,6,1,8,3138,205,2014-07-30 14:02:56 +0000 UTC,2022-09-12 08:47:42 +0000 UTC,Java,7,7,20,119,No Releases,4085
bisq,7,1,30,280222,65632,2014-03-12 09:42:29 +0000 UTC,2022-09-12 01:40:42 +0000 UTC,Java,126,2599,224,2682,No Releases,4084
Tangram-Android,5,1,23,26930,12329,2017-03-29 13:29:57 +0000 UTC,2022-09-09 08:51:15 +0000 UTC,Java,38,8,72,126,No Releases,4084
OpenHub,6,1,32,44933,3529,2017-07-11 13:29:51 +0000 UTC,2022-09-12 15:53:15 +0000 UTC,Java,31,30,231,119,No Releases,4080
GCViewer,5,2,46,123446,4235,2011-10-23 09:01:04 +0000 UTC,2022-09-13 11:22:04 +0000 UTC,Java,5,60,57,110,No Releases,4062
easy-rules,5,1,7,7729,4739,2013-03-10 14:38:26 +0000 UTC,2022-09-13 09:25:39 +0000 UTC,Java,10,37,49,272,No Releases,4059
vespa,6,1,35,1737483,189982,2016-06-03 20:54:20 +0000 UTC,2022-09-13 16:20:05 +0000 UTC,Java,29,22490,112,472,No Releases,4058
rstudio,5,1,310,1073253,225547,2010-12-07 19:10:25 +0000 UTC,2022-09-13 15:57:42 +0000 UTC,Java,0,4632,1284,5720,No Releases,4058
ViewPagerCards,5,1,2,1055,76,2016-08-20 15:24:12 +0000 UTC,2022-09-07 17:45:37 +0000 UTC,Java,0,0,15,14,No Releases,4057
InternetArchitect,4,1,63,123729,13205,2019-10-19 16:32:01 +0000 UTC,2022-09-13 07:51:41 +0000 UTC,Java,0,0,0,1,No Releases,4056
LoadingDrawable,6,1,15,5078,246,2016-04-16 07:33:57 +0000 UTC,2022-09-13 08:59:07 +0000 UTC,Java,0,1,10,11,No Releases,4053
moco,5,1,34,28925,195,2012-10-18 09:09:51 +0000 UTC,2022-09-09 14:06:14 +0000 UTC,Java,0,26,132,118,No Releases,4037
Phoenix,4,1,7,1484,104,2015-01-12 14:11:20 +0000 UTC,2022-09-09 11:58:15 +0000 UTC,Java,1,1,11,30,No Releases,4037
AndroidHttpCapture,4,1,36,44048,5273,2016-10-15 19:48:00 +0000 UTC,2022-09-13 09:38:56 +0000 UTC,Java,1,0,37,51,No Releases,4034
FloatingActionButton,5,1,37,3895,218,2014-07-22 13:29:55 +0000 UTC,2022-08-29 06:37:58 +0000 UTC,Java,0,21,73,105,No Releases,4029
simplify,8,1,20,24403,1456,2014-01-16 05:14:02 +0000 UTC,2022-09-13 06:24:22 +0000 UTC,Java,9,15,29,115,No Releases,4029
AmazeFileManager,7,1,23,95509,22287,2014-07-14 19:47:53 +0000 UTC,2022-09-13 10:00:27 +0000 UTC,Java,61,1204,461,1468,No Releases,4025
java-learning,1,1,0,14105,5949,2016-02-09 05:20:58 +0000 UTC,2022-09-13 01:32:57 +0000 UTC,Java,0,4,2,6,No Releases,4020
react-native-webrtc,5,1,8,18004,1537,2015-09-27 10:57:30 +0000 UTC,2022-09-13 13:01:36 +0000 UTC,Java,44,205,57,826,No Releases,4019
IJPay,5,1,180,20442,9388,2017-05-02 03:15:32 +0000 UTC,2022-09-13 06:27:51 +0000 UTC,Java,23,3,11,34,No Releases,4017
Bolts-Android,3,1,19,5134,1123,2014-01-30 04:58:14 +0000 UTC,2022-09-13 10:19:59 +0000 UTC,Java,11,73,21,37,No Releases,4010
FloatWindow,3,1,9,2384,218,2017-11-14 14:33:55 +0000 UTC,2022-09-13 16:08:16 +0000 UTC,Java,9,3,94,43,No Releases,4000
kafdrop,5,1,29,8389,1264,2019-05-27 08:46:56 +0000 UTC,2022-09-13 18:57:40 +0000 UTC,Java,44,93,6,258,No Releases,3981
pmd,5,2,58,378220,51195,2012-07-11 18:03:00 +0000 UTC,2022-09-12 21:46:35 +0000 UTC,Java,79,1834,638,1325,No Releases,3977
BadgeView,4,1,49,2374,122,2017-02-08 02:01:39 +0000 UTC,2022-08-29 07:36:15 +0000 UTC,Java,5,1,49,52,No Releases,3975
XUI,5,1,54,125669,44289,2019-01-07 07:59:02 +0000 UTC,2022-09-13 17:13:07 +0000 UTC,Java,21,18,7,95,No Releases,3971
ExpandableTextView,5,1,11,1099,169,2014-05-17 19:40:15 +0000 UTC,2022-09-10 14:15:01 +0000 UTC,Java,4,6,39,21,No Releases,3967
RxJavaSamples,4,1,1,1896,88,2016-03-24 13:08:10 +0000 UTC,2022-08-31 04:03:11 +0000 UTC,Java,3,5,22,2,No Releases,3966
TwinklingRefreshLayout,4,1,36,8454,801,2016-03-02 12:11:56 +0000 UTC,2022-09-08 02:44:22 +0000 UTC,Java,0,0,105,85,No Releases,3955
CC,4,1,16,8023,1790,2017-11-23 16:26:33 +0000 UTC,2022-09-13 07:05:01 +0000 UTC,Java,0,24,22,139,No Releases,3949
Gadgetbridge,5,1,49,197679,24063,2015-01-05 23:19:03 +0000 UTC,2022-09-12 08:37:34 +0000 UTC,Java,0,236,0,0,No Releases,3944
querydsl,5,1,42,136795,45014,2011-08-05 06:46:32 +0000 UTC,2022-09-13 15:27:42 +0000 UTC,Java,34,1045,62,1832,No Releases,3940
jstorm,5,1,42,252996,53771,2013-09-03 03:53:16 +0000 UTC,2022-09-09 14:06:41 +0000 UTC,Java,22,30,203,386,No Releases,3939
AndroidTutorialForBeginners,4,1,2,10320,1131,2016-09-26 16:36:28 +0000 UTC,2022-09-13 17:22:55 +0000 UTC,Java,0,0,21,2,No Releases,3938
XCL-Charts,7,2,49,125554,30126,2014-06-09 15:44:50 +0000 UTC,2022-09-09 11:58:11 +0000 UTC,Java,0,1,8,7,No Releases,3937
javacpp,5,2,156,30764,7487,2014-04-21 12:47:21 +0000 UTC,2022-09-13 17:40:23 +0000 UTC,Java,8,105,54,367,No Releases,3932
JSqlParser,6,1,465,51012,12020,2011-06-23 22:51:52 +0000 UTC,2022-09-13 12:08:23 +0000 UTC,Java,29,276,174,996,No Releases,3924
epic,3,1,30,6869,1594,2017-05-22 02:52:44 +0000 UTC,2022-09-13 12:48:25 +0000 UTC,Java,5,11,0,0,No Releases,3916
android-iconify,3,1,5,6997,210,2013-06-12 11:42:01 +0000 UTC,2022-09-02 07:54:09 +0000 UTC,Java,0,14,54,127,No Releases,3915
lwjgl3,6,2,1047,1111539,615206,2012-12-23 15:40:04 +0000 UTC,2022-09-13 16:39:03 +0000 UTC,Java,16,101,55,587,No Releases,3915
jodd,3,1,12,35627,25316,2012-09-07 20:26:48 +0000 UTC,2022-09-12 03:52:07 +0000 UTC,Java,37,224,2,512,No Releases,3915
armeria,6,1,37,407751,104811,2015-11-16 04:04:01 +0000 UTC,2022-09-13 01:38:15 +0000 UTC,Java,205,2689,407,1119,No Releases,3909
pig,6,1,20,87857,18876,2019-08-26 03:24:53 +0000 UTC,2022-09-13 15:51:15 +0000 UTC,Java,21,8,147,566,No Releases,3901
shiro,4,1,21,50536,42932,2009-08-29 08:00:17 +0000 UTC,2022-09-13 06:30:56 +0000 UTC,Java,0,260,0,0,No Releases,3900
runelite,5,1,35,288610,60441,2016-04-30 20:48:02 +0000 UTC,2022-09-13 10:47:36 +0000 UTC,Java,0,4068,1341,7027,No Releases,3896
hmily,5,1,10,45017,25622,2017-09-28 06:29:01 +0000 UTC,2022-09-09 11:44:13 +0000 UTC,Java,0,138,33,133,No Releases,3895
BigImageViewer,4,1,12,4711,1618,2016-11-06 09:55:02 +0000 UTC,2022-09-13 08:15:26 +0000 UTC,Java,0,31,28,168,No Releases,3891
Aegis,7,1,20,34449,732,2016-08-15 19:10:31 +0000 UTC,2022-09-13 16:54:32 +0000 UTC,Java,45,272,63,599,No Releases,3889
powermock,3,1,22,40331,20503,2014-05-28 07:53:53 +0000 UTC,2022-09-13 03:03:44 +0000 UTC,Java,16,130,421,537,No Releases,3887
greys-anatomy,4,1,6,11447,3606,2012-11-21 19:39:35 +0000 UTC,2022-09-13 05:05:29 +0000 UTC,Java,0,54,66,165,No Releases,3882
frontend-maven-plugin,5,1,5,5241,361,2013-08-30 14:44:38 +0000 UTC,2022-09-13 18:52:58 +0000 UTC,Java,0,174,251,477,No Releases,3879
hawk,3,1,12,2494,334,2015-02-19 22:25:23 +0000 UTC,2022-09-13 13:42:46 +0000 UTC,Java,22,50,44,131,No Releases,3879
ahbottomnavigation,5,1,57,3419,736,2016-03-17 12:17:56 +0000 UTC,2022-09-07 06:32:40 +0000 UTC,Java,14,28,132,250,No Releases,3865
incubator-seatunnel,5,1,6,88519,28824,2017-08-05 09:14:47 +0000 UTC,2022-09-13 14:54:28 +0000 UTC,Java,37,1287,365,757,No Releases,3859
conductor,7,1,81,14130,1198,2016-03-16 18:42:41 +0000 UTC,2022-08-29 08:08:20 +0000 UTC,Java,19,84,101,449,No Releases,3855
picocli,3,1,61,453243,55450,2017-02-01 16:38:41 +0000 UTC,2022-09-13 06:47:13 +0000 UTC,Java,78,398,105,1242,No Releases,3836
JustTrustMe,2,1,1,772,128,2014-07-24 23:45:05 +0000 UTC,2022-09-13 12:49:37 +0000 UTC,Java,1,15,16,28,No Releases,3826
mockserver,7,1,92,194164,15474,2013-02-26 06:09:52 +0000 UTC,2022-09-13 07:27:51 +0000 UTC,Java,0,378,20,934,No Releases,3823
spring-authorization-server,9,1,15,35382,10929,2020-03-17 17:28:57 +0000 UTC,2022-09-13 19:15:44 +0000 UTC,Java,14,27,57,667,No Releases,3822
failsafe,6,2,19,12451,7060,2015-06-30 00:56:39 +0000 UTC,2022-09-11 08:13:23 +0000 UTC,Java,0,48,42,229,No Releases,3806
roboguice,4,1,7,170326,24537,2012-08-12 20:37:19 +0000 UTC,2022-09-11 11:43:10 +0000 UTC,Java,0,40,136,143,No Releases,3806
graphhopper,6,1,25,160144,27747,2012-02-18 19:57:38 +0000 UTC,2022-09-13 15:40:34 +0000 UTC,Java,38,879,240,1214,No Releases,3806
malmo,7,2,12,52445,14799,2016-05-17 14:58:40 +0000 UTC,2022-09-13 13:42:14 +0000 UTC,Java,21,186,152,542,No Releases,3803
MaterialSearchView,4,1,22,2797,198,2015-09-14 17:13:46 +0000 UTC,2022-08-30 05:40:21 +0000 UTC,Java,6,8,146,65,No Releases,3799
concurrent,0,0,0,4569,5,2018-11-03 13:49:36 +0000 UTC,2022-09-13 13:34:45 +0000 UTC,Java,0,50,0,73,No Releases,3798
learning-spark,2,1,1,4262,697,2014-06-16 04:47:54 +0000 UTC,2022-09-13 15:27:34 +0000 UTC,Java,0,5,19,8,No Releases,3789
SmartCropper,6,1,122,55889,31132,2017-08-03 11:08:41 +0000 UTC,2022-09-13 10:08:01 +0000 UTC,Java,13,5,22,102,No Releases,3782
ForestBlog,5,1,12,26798,4277,2017-10-08 15:27:47 +0000 UTC,2022-09-12 23:57:54 +0000 UTC,Java,0,0,2,41,No Releases,3781
RichText,4,1,10,5783,1080,2015-07-21 09:36:01 +0000 UTC,2022-09-09 14:06:23 +0000 UTC,Java,0,2,131,251,No Releases,3774
sticky-headers-recyclerview,4,1,3,2037,279,2014-10-03 01:57:46 +0000 UTC,2022-09-06 05:47:36 +0000 UTC,Java,0,25,72,57,No Releases,3740
traccar,5,1,5,88419,14755,2012-04-16 08:33:49 +0000 UTC,2022-09-12 07:31:30 +0000 UTC,Java,39,562,335,3766,No Releases,3734
microservices-platform,5,1,8,59062,11251,2019-03-07 07:13:37 +0000 UTC,2022-09-13 07:59:19 +0000 UTC,Java,27,15,1,14,No Releases,3733
CircleProgress,5,1,85,2681,338,2014-10-30 16:14:42 +0000 UTC,2022-09-10 12:26:44 +0000 UTC,Java,0,21,85,34,No Releases,3731
java-faker,4,1,40,62447,1417,2011-06-06 01:01:21 +0000 UTC,2022-09-13 17:14:27 +0000 UTC,Java,0,272,86,147,No Releases,3728
jitsi,5,1,39,409477,204718,2013-04-24 17:37:20 +0000 UTC,2022-09-13 05:12:36 +0000 UTC,Java,7,174,201,284,No Releases,3720
spruce-android,4,1,5,6293,3209,2017-02-23 20:34:18 +0000 UTC,2022-09-13 02:28:55 +0000 UTC,Java,3,92,1,26,No Releases,3716
NoHttp,4,1,45,10699,6150,2015-07-29 06:11:12 +0000 UTC,2022-09-12 08:28:32 +0000 UTC,Java,0,0,75,153,No Releases,3715
GuideView,3,1,8,2145,414,2016-06-19 08:52:25 +0000 UTC,2022-09-13 10:13:30 +0000 UTC,Java,0,0,24,55,No Releases,3714
sodium-fabric,5,1,13,18731,2898,2020-02-01 03:04:09 +0000 UTC,2022-09-13 18:04:04 +0000 UTC,Java,14,84,269,909,No Releases,3705
Launcher3,7,1,63,80519,19026,2017-05-30 12:53:32 +0000 UTC,2022-09-13 03:50:45 +0000 UTC,Java,22,4,128,510,No Releases,3705
open-location-code,4,1,4,16444,4069,2014-09-30 18:26:35 +0000 UTC,2022-09-05 00:00:21 +0000 UTC,Java,5,239,55,135,No Releases,3704
tiny-spring,3,1,2,2364,875,2014-01-10 16:37:57 +0000 UTC,2022-09-13 01:46:46 +0000 UTC,Java,0,4,22,2,No Releases,3703
usb-serial-for-android,6,1,38,7985,1119,2013-06-30 23:17:45 +0000 UTC,2022-09-13 06:43:36 +0000 UTC,Java,23,34,21,364,No Releases,3699
opengrok,5,1,76,135525,51237,2013-01-07 11:49:18 +0000 UTC,2022-09-13 15:26:56 +0000 UTC,Java,202,1538,549,1783,No Releases,3696
